2.744737218239501,Normal,Anomaly
2.9189702928942847,Normal,Anomaly
2.7775699365183826,Normal,Anomaly
2.566365991700912,Normal,Anomaly
2.556689720451834,Normal,Anomaly
2.4443230020658437,Normal,Anomaly
2.4855526952623928,Normal,Anomaly
2.4418406671861317,Normal,Anomaly
2.524434612672894,Normal,Anomaly
2.5612068354607387,Normal,Anomaly
2.730936913904014,Normal,Anomaly
2.94882333393495,Normal,Anomaly
2.987736634001531,Normal,Anomaly
3.0456518113522786,Normal,Anomaly
3.1159066520984604,Normal,Anomaly
3.0505869343082606,Normal,Anomaly
3.0876262445208242,Normal,Anomaly
3.113453589654717,Normal,Anomaly
3.009814781683785,Normal,Anomaly
3.0153671979449816,Normal,Anomaly
2.978481645961041,Normal,Anomaly
3.134133559982118,Normal,Anomaly
3.1234065228180374,Normal,Anomaly
3.0662637372634376,Normal,Anomaly
3.1393981262737345,Normal,Anomaly
3.092385948989194,Normal,Anomaly
3.072726604590608,Normal,Anomaly
2.988174609290091,Normal,Anomaly
2.841179018792497,Normal,Anomaly
2.8737209965837547,Normal,Anomaly
2.900331871368702,Normal,Anomaly
3.0164823456944996,Normal,Anomaly
3.0039827941145045,Normal,Anomaly
2.598764050185793,Normal,Anomaly
2.5037675198040543,Normal,Anomaly
2.35053914606084,Normal,Normal
2.3500620913775063,Normal,Normal
2.4967641419570823,Normal,Anomaly
2.4111899469744715,Normal,Normal
2.416685110971268,Normal,Normal
2.602466005325491,Normal,Anomaly
2.569752830523317,Normal,Anomaly
2.5259306371746497,Normal,Anomaly
2.3075270930610703,Normal,Normal
2.4984520059480775,Normal,Anomaly
2.125884498644818,Normal,Normal
2.251467827318576,Normal,Normal
2.468984311609192,Normal,Anomaly
2.5779078826193795,Normal,Anomaly
2.660460245576319,Normal,Anomaly
